dataid,Energy_Audit__c,Duct_Leakage_Evaluation__c,Type__c,Fuel_Type__c,Manufacturer__c,Manufacturer_Other__c,Model__c,Model_Other__c,Manufacturing_Year__c,Location_of_Air_Handler__c,Type_of_Air_Handler__c,Gallons__c,Notes__c,BTUs__c,Seasonal_Energy_Efficiency_Rating__c,Annual_Fuel_Utilization_Efficiency__c,Combustion_Air_Provided__c,Timer_Attached__c,Water_Saving__c,Grill_in_Door__c,Closet_Door_Weatherstripped__c,Voltage__c,Amperage__c,Ice_Water_Dispenser_on_Door__c,Compartment_Configuration__c,Refrigerator_Coils__c,Water_Heater_Setpoint__c
9775,a0RG000000Sb2edMAB,,Water Heater,Gas,A. O. Smith,,GVR 50 300,,2011,,,50,,40000,,,1,0,0,1,0,120,3.0,0,,,
5009,a0RG000000Sb2efMAB,,Water Heater,Gas,A. O. Smith,,GVR 50 300,,2013,,,50,,40000,,,1,0,0,1,0,120,3.0,0,,,
5938,a0RG000000Sb2eWMAR,,Clotheswasher,Electric,Whirlpool,,,WFW9151YW00,2013,,,,,,,,0,0,0,0,0,,,0,,,
3938,a0RG000000Sb2eXMAR,,Clotheswasher,Electric,GE,,GTDP300GM/WS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
4495,a0RG000000Sb2eYMAR,,Clotheswasher,Electric,GE,,,GCWN4950 D0WS,2012,,,,,,,,0,0,0,0,0,,,0,,,
2606,a0RG000000Sb2eZMAR,,Clotheswasher,Electric,Whirlpool,,,WFW9351YW00,2012,,,,,,,,0,0,0,0,0,,,0,,,
7114,a0RG000000Sb2eaMAB,,Clotheswasher,Electric,Whirlpool,,,WFW70HEBW0,2012,,,,,,,,0,0,0,0,0,,,0,,,
5909,a0RG000000Sb2ebMAB,,Clotheswasher,Electric,GE,,GTWN4450M1WS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
8061,a0RG000000Sb2ecMAB,,Clotheswasher,Electric,LG,,,WM3470HVA,2012,,,,,,,,0,0,0,0,0,,,0,,,
9775,a0RG000000Sb2edMAB,,Clotheswasher,Electric,GE,,GTWN4450M1WS,,2011,,,,,,,,0,0,0,0,0,,,0,,,
8342,a0RG000000Sb2eeMAB,,Clotheswasher,Electric,Whirlpool,,,WFW94HEAW0,2012,,,,,,,,0,0,0,0,0,,,0,,,
5009,a0RG000000Sb2efMAB,,Clotheswasher,Electric,GE,,,GTWN42500D0WS,2012,,,,,,,,0,0,0,0,0,,,0,,,
5938,a0RG000000Sb2eWMAR,,Dryer,Gas,Whirlpool,,,WGD9151YW0,2013,,,,,,,,0,0,0,0,0,,,0,,,
3938,a0RG000000Sb2eXMAR,,Dryer,Gas,GE,,GTDP300GM/WS,,2011,,,,,,,,0,0,0,0,0,,,0,,,
4495,a0RG000000Sb2eYMAR,,Dryer,Gas,GE,,,GTDP490GD0WS,2012,,,,,,,,0,0,0,0,0,,,0,,,
2606,a0RG000000Sb2eZMAR,,Dryer,Gas,Whirlpool,,,WGD9371YW0,2012,,,,,,,,0,0,0,0,0,,,0,,,
7114,a0RG000000Sb2eaMAB,,Dryer,Gas,Whirlpool,,,WGD70HEBW0,2012,,,,,,,,0,0,0,0,0,,,0,,,
5909,a0RG000000Sb2ebMAB,,Dryer,Gas,GE,,,GTDP300GM1WS,2012,,,,,,,,0,0,0,0,0,,,0,,,
8061,a0RG000000Sb2ecMAB,,Dryer,Gas,LG,,,DLGX3471V,2012,,,,,,,,0,0,0,0,0,,,0,,,
9775,a0RG000000Sb2edMAB,,Dryer,Gas,GE,,,GTDP300GM2WS,2011,,,,,,,,0,0,0,0,0,,,0,,,
8342,a0RG000000Sb2eeMAB,,Dryer,Gas,Whirlpool,,,WGD94HEAW2,2012,,,,,,,,0,0,0,0,0,,,0,,,
5009,a0RG000000Sb2efMAB,,Dryer,Gas,GE,,,GTDP4906D0WS,2012,,,,,,,,0,0,0,0,0,,,0,,,
5938,a0RG000000Sb2eWMAR,,Dishwasher,Electric,KitchenAid,,,KUDS30FXSS8,2013,,,,,,,,0,0,0,0,0,,,0,,,
3938,a0RG000000Sb2eXMAR,,Dishwasher,Electric,GE,,GLD4560V00SS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
4495,a0RG000000Sb2eYMAR,,Dishwasher,Electric,GE,,GLDA696P02SS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
2606,a0RG000000Sb2eZMAR,,Dishwasher,Electric,Whirlpool,,,WDT710PAVM3,2012,,,,,,,,0,0,0,0,0,,,0,,,
7114,a0RG000000Sb2eaMAB,,Dishwasher,Electric,Whirlpool,,WDT710PAYM4,,2012,,,,,,,,0,0,0,0,0,,,0,,,
5909,a0RG000000Sb2ebMAB,,Dishwasher,Electric,GE,,GLD4560V00SS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
8061,a0RG000000Sb2ecMAB,,Dishwasher,Electric,Whirlpool,,,WDT710PAYM3,2012,,,,,,,,0,0,0,0,0,,,0,,,
9775,a0RG000000Sb2edMAB,,Dishwasher,Electric,GE,,GLDA696P02SS,,2010,,,,,,,,0,0,0,0,0,,,0,,,
8342,a0RG000000Sb2eeMAB,,Dishwasher,Electric,Whirlpool,,WDT710PAYM4,,2012,,,,,,,,0,0,0,0,0,,,0,,,
5009,a0RG000000Sb2efMAB,,Dishwasher,Electric,GE,,GLD4560V00SS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
5938,a0RG000000Sb2eWMAR,,Oven,Gas,KitchenAid,,,KEBS109BSS00,2013,,,,,,,,0,0,0,0,0,,,0,,,
5938,a0RG000000Sb2eWMAR,,Range,Gas,KitchenAid,,,KFGS306VSS03,2013,,,,,,,,0,0,0,0,0,,,0,,,
3938,a0RG000000Sb2eXMAR,,Range,Gas,GE,,JGBS23SET1SS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
4495,a0RG000000Sb2eYMAR,,Range,Gas,GE,,JGBS23SET1SS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
2606,a0RG000000Sb2eZMAR,,Range,Gas,Whirlpool,,,WOS92EC0AS00,2012,,,,,,,,0,0,0,0,0,,,0,,,
7114,a0RG000000Sb2eaMAB,,Range,Gas,Whirlpool,,WOS92EC0AS01,,2012,,,,,,,,0,0,0,0,0,,,0,,,
5909,a0RG000000Sb2ebMAB,,Range,Gas,GE,,JGBS23SET1SS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
8061,a0RG000000Sb2ecMAB,,Range,Gas,Whirlpool,,WOS92EC0AS01,,2012,,,,,,,,0,0,0,0,0,,,0,,,
9775,a0RG000000Sb2edMAB,,Range,Gas,GE,,JGBS23SET1SS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
8342,a0RG000000Sb2eeMAB,,Range,Gas,Whirlpool,,WOS92EC0AS01,,2012,,,,,,,,0,0,0,0,0,,,0,,,
5009,a0RG000000Sb2efMAB,,Range,Gas,GE,,,JGBS215ET1SS,2012,,,,,,,,0,0,0,0,0,,,0,,,
5938,a0RG000000Sb2eWMAR,,Refrigerator,Electric,KitchenAid,,KFCS22EVMS8,,2013,,,,,,,,0,0,0,0,0,,,0,,,
3938,a0RG000000Sb2eXMAR,,Refrigerator,Electric,GE,,GTH20SBBASS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
4495,a0RG000000Sb2eYMAR,,Refrigerator,Electric,GE,,GTH20SBBASS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
2606,a0RG000000Sb2eZMAR,,Refrigerator,Electric,Whirlpool,,,GSC25C6EYY02,2012,,,,,,,,0,0,0,0,0,,,0,,,
7114,a0RG000000Sb2eaMAB,,Refrigerator,Electric,KitchenAid,,KFCS22EVMS8,,2012,,,,,,,,0,0,0,0,0,,,0,,,
5909,a0RG000000Sb2ebMAB,,Refrigerator,Electric,GE,,GTH20SBBASS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
8061,a0RG000000Sb2ecMAB,,Refrigerator,Electric,LG,,,LFX25991ST/02,2012,,,,,,,,0,0,0,0,0,,,0,,,
9775,a0RG000000Sb2edMAB,,Refrigerator,Electric,GE,,GTH20SBBASS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
8342,a0RG000000Sb2eeMAB,,Refrigerator,Electric,Samsung,,,RFG237AARS,2013,,,,,,,,0,0,0,0,0,,,0,,,
5009,a0RG000000Sb2efMAB,,Refrigerator,Electric,GE,,GTH20SBBASS,,2011,,,,,,,,0,0,0,0,0,,,0,,,
5909,a0RG000000Sb2ebMAB,a0SG000000INCbDMAX,Furnace/Air Handler,Electric,Inaccessible,,Inaccessible,,,Conditioned Space,Heat Pump,,,,,,0,0,0,0,0,Inaccessible,,0,,,
5938,a0RG000000Sb2eWMAR,,Water Heater,Gas,Rheem,,RTG-84DVN,,2013,,,0.2,,180000,,,0,0,0,0,0,120,3.0,0,,,
2606,a0RG000000Sb2eZMAR,,Water Heater,Gas,Rheem,,,RTG-84XLN,2012,,,0.2,,180000,,,1,0,0,1,0,120,3.0,0,,,
7114,a0RG000000Sb2eaMAB,,Water Heater,Gas,Rheem,,RTG-84DVN,,2013,,,0.2,,180000,,,1,0,0,1,0,120,3.0,0,,,
8061,a0RG000000Sb2ecMAB,,Water Heater,Gas,Rheem,,,RTG-84DVLN,2012,,,0.2,,180000,,,1,0,0,0,0,120,2.0,0,,,
8342,a0RG000000Sb2eeMAB,,Water Heater,Gas,Rheem,,RTG-84DVN,,2012,,,0.2,,180000,,,1,0,0,1,0,120,3.0,0,,,
2974,a0RG000000SbnmpMAB,,Water Heater,Gas,A. O. Smith,,FSG40242,,2000,,,40,"Gas appliance, no voltage, amperage, or wattage.",32000,,,1,0,0,0,0,,,0,,,B
2974,a0RG000000SbnmpMAB,a0SG000000INbJrMAL,Furnace/Air Handler,Gas,Carrier,,,58PHA110-10120,2010,Attic,Up Flow,,,"110,000",,81.00,0,0,0,0,0,120,13.1,0,,,
2974,a0RG000000SbnmpMAB,,Water Heater,Gas,A. O. Smith,,FSG40242,,2000,,,40,"Gas appliance, no voltage, amperage, or wattage.",199000,,,1,0,0,0,0,,,0,,,C
2974,a0RG000000SbnmpMAB,a0SG000000INbY3MAL,Furnace/Air Handler,Gas,Lennox,,,EL180H070E36B01,2013,Attic,Horizontal,,,66000,,80.00,0,0,0,0,0,120,12.0,0,,,
2974,a0RG000000SbnmpMAB,,Refrigerator,Electric,KitchenAid,,,KSRS25IKSS01,2001,,,,,,,,0,0,0,0,0,120,6.5,1,Side-by-Side,Underneath the Unit,
2974,a0RG000000SbnmpMAB,,Dishwasher,Electric,Bosch,,,SHE3AR55UC/08,2012,,,,,,,,0,0,0,0,0,120,12.0,0,,,
2974,a0RG000000SbnmpMAB,,Range,Gas,Whirlpool,,,SC8720EDW1,2000,,,,,,,,0,0,0,0,0,120,10.0,0,,,
2974,a0RG000000SbnmpMAB,,Oven,Electric,Frigidaire,,,FFEW3025LSA,2011,,,,,,,,0,0,0,0,0,240,14.1,0,,,
2974,a0RG000000SbnmpMAB,,Microwave,Electric,Whirlpool,,,GT1195SHQ1,2000,,,,,,,,0,0,0,0,0,120,13.6,0,,,
2974,a0RG000000SbnmpMAB,a0SG000000INbJrMAL,Air Condenser/Compressor,Electric,Lennox,,,XC14-030-230-05,2013,,,,,30000,16.00,,0,0,0,0,0,240,17.2,0,,,
2974,a0RG000000SbnmpMAB,a0SG000000INbY3MAL,Air Condenser/Compressor,Electric,Carrier,,,24ABC660A300,2010,,,,,60000,16.00,,0,0,0,0,0,240,28.0,0,,,
9926,a0RG000000SbvJyMAJ,a0SG000000INdp0MAD,Air Condenser/Compressor,Electric,Lennox,,,XC16-048-230-02,2009,,,,,48000,17.00,,0,0,0,0,0,240,28.2,0,,,
9926,a0RG000000SbvJyMAJ,,Dryer,Electric,Maytag,,,MDE7600AYW,2001,,,,,,,,0,0,0,0,0,240,23.0,0,,,
9926,a0RG000000SbvJyMAJ,,Clotheswasher,Electric,Maytag,,,MAV7200AWW,2001,,,,,,,,0,0,0,0,0,120,7.1,0,,,
9926,a0RG000000SbvJyMAJ,,Refrigerator,Electric,Kenmore,,,,Post-1993,,,,"120V, manufacturers label not visible",,,,0,0,0,0,0,,,0,Freezer on Top,Underneath the Unit,
9926,a0RG000000SbvJyMAJ,,Dishwasher,Electric,KitchenAid,,,KUDI01ILBL3,2003,,,,,,,,0,0,0,0,0,120,9.6,0,,,
9926,a0RG000000SbvJyMAJ,,Range,Gas,GE,,,JGBS15GER3AD,1992,,,,,,,,0,0,0,0,0,120,5.0,0,,,
9926,a0RG000000SbvJyMAJ,a0SG000000INdp0MAD,Furnace/Air Handler,Gas,Lennox,,,G60UHV-060C-090-09,2009,Closet,Up Flow,,,88000,,82.00,0,0,0,0,1,120,12.0,0,,,
9926,a0RG000000SbvJyMAJ,,Other,Electric,Lennox,,,PCO20-28,2009,,,,,,,,0,0,0,0,0,120,1.2,0,,,
9926,a0RG000000SbvJyMAJ,,Water Heater,Gas,Bradford White,,,MI40T6FBN7,2005,,,40,,40000,,,1,0,0,0,1,,,0,,,Hot - first level
2974,a0RG000000SbnmpMAB,,Dryer,Electric,Whirlpool,,,WED5300SQ0,2007,,,,,,,,0,0,0,0,0,240,26.0,0,,,
2974,a0RG000000SbnmpMAB,,Clotheswasher,Electric,Maytag,,MVWC500VW0,,2009,,,,120V - amperage not visible on label.,,,,0,0,0,0,0,,,0,,,
370,a0RG000000Sc7Q2MAJ,a0SG000000INgFsMAL,Air Condenser/Compressor,Electric,Rheem,,,RAMB-042JAZ,2007,,,,,42000,14.00,,0,0,0,0,0,240,22.0,0,,,
370,a0RG000000Sc7Q2MAJ,a0SG000000INgFsMAL,Furnace/Air Handler,Gas,Rheem,,80PS07EER01,,2007,Attic,Horizontal,,Output BTUs / AFUE not listed.,75000,,,0,0,0,0,0,120,9.5,0,,,
2814,a0RG000000Sc7QHMAZ,a0SG000000INgG7MAL,Air Condenser/Compressor,Electric,Carrier,,24ABB430A300,,2009,,,,,30000,14.00,,0,0,0,0,0,240,18.1,0,,,
2814,a0RG000000Sc7QHMAZ,,Water Heater,Gas,A. O. Smith,,GVR40200,,2009,,,40,"Gas appliance, no voltage, amperage, or wattage.",40000,,,1,0,0,0,0,,,0,,,A
2814,a0RG000000Sc7QHMAZ,a0SG000000INgG7MAL,Furnace/Air Handler,Gas,Carrier,,58STA070-13112,,2009,Attic,Horizontal,,,66000,,82.00,0,0,0,0,0,120,6.8,0,,,
2814,a0RG000000Sc7QHMAZ,,Clotheswasher,Electric,Kenmore,,,11046462501,2006,,,,,,,,0,0,0,0,0,120,10.0,0,,,
2814,a0RG000000Sc7QHMAZ,,Dryer,Electric,Kenmore,,,11086562500,2006,,,,,,,,0,0,0,0,0,240,24.0,0,,,
2814,a0RG000000Sc7QHMAZ,,Refrigerator,Electric,Kenmore,,79578546806,,2009,,,,,,,,0,0,0,0,0,120,6.1,1,French Doors (Bottom Freezer),Underneath the Unit,
2814,a0RG000000Sc7QHMAZ,,Microwave,Electric,GE,,JVM1540SN1SS,,2009,,,,,,,,0,0,0,0,0,120,13.1,0,,,
2814,a0RG000000Sc7QHMAZ,,Range,Gas,GE,,,JGSP28SEN2SS,2009,,,,,,,,0,0,0,0,0,120,5.0,0,,,
2814,a0RG000000Sc7QHMAZ,,Dishwasher,Electric,GE,,GLD4560R00SS,,2009,,,,,,,,0,0,0,0,0,120,9.9,0,,,
6636,a0RG000000Sc7QRMAZ,a0SG000000INgGHMA1,Furnace/Air Handler,Gas,Goodman,,GMP100-4,,2001,Garage,Up Flow,,Located in closet in the garage.,100000,,80.00,0,0,0,0,0,120,12.0,0,,,
6636,a0RG000000Sc7QRMAZ,a0SG000000INgGHMA1,Air Condenser/Compressor,Electric,Goodman,,,CLJ48-1,2003,,,,,48000,12.00,,0,0,0,0,0,240,29.0,0,,,
6636,a0RG000000Sc7QRMAZ,,Dishwasher,Electric,GE,,,GSD3425F00BB,2012,,,,,,,,0,0,0,0,0,120,6.2,0,,,
6636,a0RG000000Sc7QRMAZ,,Refrigerator,Electric,Samsung,,,RF2717ACRS,2010,,,,,,,,0,0,0,0,0,120,3.9,0,French Doors (Bottom Freezer),Underneath the Unit,
6636,a0RG000000Sc7QRMAZ,,Microwave,Electric,Kenmore,,,72162649200,2002,,,,,,,,0,0,0,0,0,120,14.0,0,,,
6636,a0RG000000Sc7QRMAZ,,Range,Gas,Kenmore,,,66575849005,Post-1993,,,,,,,,0,0,0,0,0,120,10.0,0,,,
6636,a0RG000000Sc7QRMAZ,,Clotheswasher,Electric,Kenmore,,,11020922990,1999,,,,,,,,0,0,0,0,0,120,10.0,0,,,
6636,a0RG000000Sc7QRMAZ,,Dryer,Electric,Kenmore,,,11062912100,2001,,,,,,,,0,0,0,0,0,240,28.0,0,,,
6636,a0RG000000Sc7QRMAZ,,Water Heater,Gas,Kenmore,,,153338560,1997,,,50,"Gas appliance, no voltage, amperage, or wattage.",40000,,,1,0,0,0,0,,,0,,,B
2864,a0RG000000Sc7NIMAZ,,Other,Electric,Kenmore,,,2539280213,2000,,,,In garage,,,,0,0,0,0,0,120,5.0,0,,,
94,a0RG000000Sc7RFMAZ,a0SG000000INgGlMAL,Air Condenser/Compressor,Electric,Trane,,,4A7A5036E1000AC,2012,,,,,36000,15.00,,0,0,0,0,0,240,19.0,0,,,
94,a0RG000000Sc7RFMAZ,a0SG000000INgGlMAL,Furnace/Air Handler,Gas,Trane,,,AUD2C100ACV52AB,2012,Attic,Horizontal,,,100000,,80.00,0,0,0,0,0,120,13.9,0,,,
94,a0RG000000Sc7RFMAZ,,Refrigerator,Electric,Samsung,,,RB217ABPN,2010,,,,,,,,0,0,0,0,0,120,3.9,0,Freezer on Bottom,Underneath the Unit,
94,a0RG000000Sc7RFMAZ,,Dishwasher,Electric,Bosch,,,SHX3R75UC/08,2012,,,,,,,,0,0,0,0,0,120,12.0,0,,,
94,a0RG000000Sc7RFMAZ,,Range,Gas,Whirlpool,,,SF367PEYN4,1994,,,,,,,,0,0,0,0,0,120,15.0,0,,,
94,a0RG000000Sc7RFMAZ,,Microwave,Electric,GE,,JVM231BL001,,1994,,,,,,,,0,0,0,0,0,120,12.1,0,,,
94,a0RG000000Sc7RFMAZ,,Clotheswasher,Electric,Samsung,,WF330ANW/ XAA,,2010,,,,,,,,0,0,0,0,0,120,10.0,0,,,
94,a0RG000000Sc7RFMAZ,,Dryer,Electric,Samsung,,DV330AEW/XAA,,2010,,,,,,,,0,0,0,0,0,240,22.5,0,,,
94,a0RG000000Sc7RFMAZ,,Water Heater,Gas,GE,,,PG50T9A,2000,,,50,"Gas appliance, no voltage, amperage, or wattage.",40000,,,1,0,0,0,0,,,0,,,Midpoint between warm and hot
370,a0RG000000Sc7Q2MAJ,,Clotheswasher,Electric,LG,,,WM3470HVA,2013,,,,,,,,0,0,0,0,0,120,10.0,0,,,
370,a0RG000000Sc7Q2MAJ,,Dryer,Gas,LG,,,DLGX3471V,2013,,,,,,,,0,0,0,0,0,120,11.5,0,,,
370,a0RG000000Sc7Q2MAJ,,Refrigerator,Electric,LG,,,LFX31925ST/06,2013,,,,,,,,0,0,0,0,0,120,5.2,1,French Doors (Bottom Freezer),Underneath the Unit,
370,a0RG000000Sc7Q2MAJ,,Range,Gas,Kenmore,,Inaccessible,,2007,,,,"Gas range, 120V. Amperage not listed.",,,,0,0,0,0,0,,,0,,,
370,a0RG000000Sc7Q2MAJ,,Microwave,Electric,GE,,,ZSC1001KSS01,2007,,,,,,,,0,0,0,0,0,120,13.3,0,,,
370,a0RG000000Sc7Q2MAJ,,Dishwasher,Electric,GE,,,ZBD6880N00SS,2007,,,,,,,,0,0,0,0,0,120,9.9,0,,,
370,a0RG000000Sc7Q2MAJ,,Water Heater,Tankless,Rinnai,,Inaccessible,,2007,,,,,,,,1,0,0,0,0,,,0,,,120
9771,a0RG000000Sc7PnMAJ,,Water Heater,Gas,Rheem,,41V50,,2000,,,50,"Gas appliance, no voltage, amperage, or wattage.",40000,,,1,0,0,0,0,,,0,,,Hot
9771,a0RG000000Sc7PnMAJ,a0SG000000INgFdMAL,Furnace/Air Handler,Gas,Rheem,,RGPJ-05EAUER,,2000,Attic,Horizontal,,Identical to FURNACE1,50000,,81.00,0,0,0,0,0,120,6.8,0,,,
9771,a0RG000000Sc7PnMAJ,a0SG000000INgFTMA1,Furnace/Air Handler,Gas,Rheem,,RGPJ-05EAUER,,2000,Attic,Horizontal,,Identical to FURNACE2,50000,,81.00,0,0,0,0,0,120,6.8,0,,,
9771,a0RG000000Sc7PnMAJ,,Dryer,Electric,Kenmore,,,11064086201,2004,,,,,,,,0,0,0,0,0,240,28.0,0,,,
9771,a0RG000000Sc7PnMAJ,,Clotheswasher,Electric,Kenmore,,,40249032012,2011,,,,,,,,0,0,0,0,0,120,10.0,0,,,
9771,a0RG000000Sc7PnMAJ,,Refrigerator,Electric,Kenmore,,,10659509992,2000,,,,,,,,0,0,0,0,0,120,6.5,1,,Behind the Unit,
9771,a0RG000000Sc7PnMAJ,,Oven,Electric,GE,,,JTP56B0A2BB,2000,,,,,,,,0,0,0,0,0,240,30.0,0,,,
9771,a0RG000000Sc7PnMAJ,,Range,Gas,GE,,,JGP336BEV2BB,2000,,,,,,,,0,0,0,0,0,120,1.0,0,,,
9771,a0RG000000Sc7PnMAJ,,Microwave,Electric,GE,,,JVM1630BB002,2000,,,,,,,,0,0,0,0,0,120,13.1,0,,,
9771,a0RG000000Sc7PnMAJ,,Dishwasher,Electric,GE,,,GSD5120D01BB,2000,,,,,,,,0,0,0,0,0,120,6.2,0,,,
9771,a0RG000000Sc7PnMAJ,,Other,Electric,,Laguna,,B31211F,2011,,,,"120V, amperage not listed",,,,0,0,0,0,0,,,0,,,
9771,a0RG000000Sc7PnMAJ,a0SG000000INgFTMA1,Air Condenser/Compressor,Electric,Rheem,,,RAMB-036JBZ,2000,,,,,36000,12.00,,0,0,0,0,0,240,22.0,0,,,
9771,a0RG000000Sc7PnMAJ,a0SG000000INgFdMAL,Air Condenser/Compressor,Electric,Rheem,,,RAMB-042JBZ,2000,,,,,42000,12.00,,0,0,0,0,0,240,25.0,0,,,
2864,a0RG000000Sc7NIMAZ,a0SG000000INgCoMAL,Air Condenser/Compressor,Electric,Rheem,,14AJM36A01,,2010,,,,,36000,14.00,,0,0,0,0,0,240,30.0,0,,,
2864,a0RG000000Sc7NIMAZ,,Water Heater,Tankless,Navien,,,NR210A,2006,,,0,,180000,,,1,0,0,0,0,120,2.0,0,,,125
624,a0RG000000Qu66UMAR,a0SG000000IO20HMAT,Air Condenser/Compressor,Electric,Carrier,,,25HNB936A300,2012,,,,Electric heat pump,36000,19.00,,0,0,0,0,0,240,23.7,0,,,
624,a0RG000000Qu66UMAR,a0SG000000IO20HMAT,Furnace/Air Handler,Electric,Carrier,,,FE4ANB006,2012,Attic,Horizontal,,HSPF not listed.,,,,0,0,0,0,0,240,8.5,0,,,
624,a0RG000000Qu66UMAR,a0SG000000IO20HMAT,Other,Electric,,Fantech,,SER1504N,2012,,,,System keeps air circulating in the house.,,,,0,0,0,0,0,120,1.5,0,,,
624,a0RG000000Qu66UMAR,,Microwave,Electric,,Bosch,,HMB506001,2007,,,,,,,,0,0,0,0,0,120,12.7,0,,,
624,a0RG000000Qu66UMAR,,Range,Electric,,Bosch,,HBL5760UC,2007,,,,,,,,0,0,0,0,0,240,44.0,0,,,
624,a0RG000000Qu66UMAR,,Dishwasher,Electric,Bosch,,,SGE63E06UC,2012,,,,"120V, amperage and wattage information inaccessible",,,,0,0,0,0,0,,,0,,,
624,a0RG000000Qu66UMAR,,Dryer,Electric,Kenmore,,,41783042300,2004,,,,,,,,0,0,0,0,0,240,23.0,0,,,
624,a0RG000000Qu66UMAR,,Clotheswasher,Electric,Kenmore,,,4174402400,2004,,,,,,,,0,0,0,0,0,120,12.0,0,,,
624,a0RG000000Qu66UMAR,,Water Heater,Solar,A. O. Smith,,,SUN80110,2011,,,80,Model number is storage tank for solar water heater. Controller model number SR208C.,,,,0,0,0,0,0,,,0,,,109
624,a0RG000000Qu66UMAR,,Range,Electric,Kenmore,,,7904290,2012,,,,"Label inaccessible - voltage, amperage, and wattage unknown.",,,,0,0,0,0,0,,,0,,,
624,a0RG000000Qu66UMAR,,Refrigerator,Electric,LG,,,LFC25776ST,Post-1993,,,,"120V. Serial number, date, and amperage not listed on label.",,,,0,0,0,0,0,,,0,French Doors (Bottom Freezer),Underneath the Unit,
2864,a0RG000000Sc7NIMAZ,,Dryer,Electric,Kenmore,,,11066822694,1998,,,,,,,,0,0,0,0,0,240,28.0,0,,,
2864,a0RG000000Sc7NIMAZ,,Clotheswasher,Electric,Sears,,,11028872890,1998,,,,,,,,0,0,0,0,0,120,10.0,0,,,
2864,a0RG000000Sc7NIMAZ,,Refrigerator,Electric,GE,,,TFX27RLJ,1990,,,,"120V, amperage illegible",,,,0,0,0,0,0,,,1,Side-by-Side,Underneath the Unit,
2864,a0RG000000Sc7NIMAZ,,Dishwasher,Electric,Kenmore,,6651675591,,1993,,,,,,,,0,0,0,0,0,120,11.0,0,,,
2864,a0RG000000Sc7NIMAZ,,Microwave,Electric,Kenmore,,66560659,,2000,,,,,,,,0,0,0,0,0,120,15.0,0,,,
2864,a0RG000000Sc7NIMAZ,,Range,Gas,GE,,Inaccessible,,Pre-1993,,,,"Most likely 120V, label not found.",,,,0,0,0,0,0,,,0,,,
2864,a0RG000000Sc7NIMAZ,a0SG000000INgCoMAL,Furnace/Air Handler,Gas,Rheem,,RGPT-07EBRQR,,2010,Closet,Up Flow,,,75000,,80.00,0,0,0,0,0,120,13.5,0,,,
2864,a0RG000000Sc7NIMAZ,,Refrigerator,Electric,Frigidaire,,,FRT21NNCW3,1996,,,,In garage,,,,0,0,0,0,0,120,4.8,0,Freezer on Top,Underneath the Unit,
4352,a0RG000000Sc7RPMAZ,a0SG000000INgH0MAL,Air Condenser/Compressor,Electric,Carrier,,24ABA436A310,,2008,,,,,36000,14.00,,0,0,0,0,0,240,22.0,0,,,
4352,a0RG000000Sc7RPMAZ,,Water Heater,Gas,A. O. Smith,,,GCV40100,2007,,,38,"Gas appliance, no voltage, amperage, or wattage",40000,,,1,0,0,0,0,,,0,,,One unit below A
4352,a0RG000000Sc7RPMAZ,a0SG000000INgH0MAL,Furnace/Air Handler,Gas,Carrier,,58STA070-13112,,2008,Attic,Horizontal,,,66000,,82.00,0,0,0,0,0,120,6.8,0,,,
4352,a0RG000000Sc7RPMAZ,,Dryer,Electric,LG,,,DLEX2650W,2012,,,,,,,,0,0,0,0,0,240,26.0,0,,,
4352,a0RG000000Sc7RPMAZ,,Clotheswasher,Electric,LG,,,WM2650HWA,2012,,,,,,,,0,0,0,0,0,120,10.0,0,,,
4352,a0RG000000Sc7RPMAZ,,Refrigerator,Electric,GE,,,PSS26MSWA,2007,,,,,,,,0,0,0,0,0,120,11.6,1,Side-by-Side,Underneath the Unit,
4352,a0RG000000Sc7RPMAZ,,Range,Gas,GE,,,PGS968SEM1SS,2008,,,,"120V, amperage not listed.",,,,0,0,0,0,0,,,0,,,
4352,a0RG000000Sc7RPMAZ,,Microwave,Electric,GE,,,SCA2001KSS01,2008,,,,,,,,0,0,0,0,0,120,12.5,0,,,
4352,a0RG000000Sc7RPMAZ,,Dishwasher,Electric,GE,,GLD4560N10SS,,2008,,,,,,,,0,0,0,0,0,120,9.9,0,,,
5746,a0RG000000SYgIIMA1,,Clotheswasher,Electric,Nameplate Illegible,,Illegible,,,,,,,,,,0,0,0,0,0,,,0,,,
5746,a0RG000000SYgIIMA1,,Dryer,Electric,Nameplate Illegible,,Illegible,,,,,,,,,,0,0,0,0,0,,,0,,,
5814,a0RG000000Sb5xcMAB,,Clotheswasher,Electric,Nameplate Illegible,,Illegible,,,,,,"120V, label not accessible.",,,,0,0,0,0,0,,,0,,,
